paralog1_uniprot,paralog2_uniprot
LOC102555599,Olr454
LOC102555599,Olr456
LOC102555599,Olr455
LOC102555599,Olr439
LOC102555599,Olr436
LOC102555599,Olr442
LOC102555599,Olr441
LOC102555599,Olr588
LOC102555599,Olr380
LOC102555599,Olr383
LOC102555599,Olr339
LOC102555599,Olr606
Olr377,Olr379
Olr377,Olr454
Olr377,Olr456
Olr377,Olr455
Olr377,Olr439
Olr377,Olr436
Olr377,Olr442
Olr377,Olr441
Olr377,Olr588
Olr377,Olr380
Olr377,Olr383
Olr377,Olr339
Olr377,Olr606
Olr379,Olr454
Olr379,Olr456
Olr379,Olr455
Olr379,Olr439
Olr379,Olr436
Olr379,Olr442
Olr379,Olr441
Olr379,Olr588
Olr379,Olr380
Olr379,Olr383
Olr379,Olr339
Olr379,Olr606
Olr454,Olr456
Olr454,Olr455
Olr454,Olr439
Olr454,Olr436
Olr454,Olr442
Olr454,Olr441
Olr454,Olr588
Olr454,Olr380
Olr454,Olr383
Olr454,Olr339
Olr454,Olr606
Olr456,Olr455
Olr456,Olr439
Olr456,Olr436
Olr456,Olr442
Olr456,Olr441
Olr456,Olr588
Olr456,Olr380
Olr456,Olr383
Olr456,Olr339
Olr456,Olr606
Olr455,Olr439
Olr455,Olr436
Olr455,Olr442
Olr455,Olr441
Olr455,Olr588
Olr455,Olr380
Olr455,Olr383
Olr455,Olr339
Olr455,Olr606
Olr439,Olr436
Olr439,Olr442
Olr439,Olr441
Olr439,Olr588
Olr439,Olr380
Olr439,Olr383
Olr439,Olr339
Olr439,Olr606
Olr436,Olr442
Olr436,Olr441
Olr436,Olr588
Olr436,Olr380
Olr436,Olr383
Olr436,Olr339
Olr436,Olr606
Olr442,Olr441
Olr442,Olr588
Olr442,Olr380
Olr442,Olr383
Olr442,Olr339
Olr442,Olr606
Olr441,Olr588
Olr441,Olr380
Olr441,Olr383
Olr441,Olr339
Olr441,Olr606
Olr588,Olr380
Olr588,Olr383
Olr588,Olr339
Olr588,Olr606
Olr380,Olr383
Olr380,Olr339
Olr380,Olr606
Olr383,Olr339
Olr383,Olr606
Olr339,Olr606
Rcl1,Rtca
Ece1,Mmel1
Ece1,Mme
Ece1,Ecel1
Ece1,Phex
Ece1,Kel
Ece1,Ece2
Mmel1,Mme
Mmel1,Ecel1
Mmel1,Phex
Mmel1,Kel
Mmel1,Ece2
Mme,Ecel1
Mme,Phex
Mme,Kel
Mme,Ece2
Ecel1,Phex
Ecel1,Kel
Ecel1,Ece2
Phex,Kel
Phex,Ece2
Kel,Ece2
Depdc7,Depdc1b
Depdc7,Depdc1
Depdc1b,Depdc1
Hspa4l,Hsph1
Hspa4l,Hspa4
Hspa4l,Hyou1
Hsph1,Hspa4
Hsph1,Hyou1
Hspa4,Hyou1
Tesmin,Lin54
Kif21b,Kif21a
Kif21b,Kif17
Kif21b,Kif19
Kif21b,Kif5b
Kif21b,Kif5a
Kif21b,Kif5c
Kif21b,Kif22
Kif21b,Kif6
Kif21b,Kif3a
Kif21b,Kif3c
Kif21b,Kif3b
Kif21b,Kif9
Kif21b,Kif23
Kif21b,Kif20b
Kif21b,Kif20a
Kif21b,Kif14
Kif21b,Kifc2
Kif21b,Kifc1
Kif21b,Kif26a
Kif21b,Kif26b
Kif21b,Kif15
Kif21b,Kif7
Kif21b,Kif27
Kif21b,Kif1a
Kif21b,Kif1b
Kif21b,Kif1c
Kif21b,Kif13a
Kif21b,Kif13b
Kif21b,Kif2c
Kif21b,Kif2b
Kif21b,Kif2a
Kif21b,Kif18a
Kif21b,Kif18b
Kif21b,Kif12
Kif21b,Kif28p
Kif21b,Stard9
Kif21b,Kif16b
Kif21a,Kif17
Kif21a,Kif19
Kif21a,Kif5b
Kif21a,Kif5a
Kif21a,Kif5c
Kif21a,Kif22
Kif21a,Kif6
Kif21a,Kif3a
Kif21a,Kif3c
Kif21a,Kif3b
Kif21a,Kif9
Kif21a,Kif23
Kif21a,Kif20b
Kif21a,Kif20a
Kif21a,Kif14
Kif21a,Kifc2
Kif21a,Kifc1
Kif21a,Kif26a
Kif21a,Kif26b
Kif21a,Kif15
Kif21a,Kif7
Kif21a,Kif27
Kif21a,Kif1a
Kif21a,Kif1b
Kif21a,Kif1c
Kif21a,Kif13a
Kif21a,Kif13b
Kif21a,Kif2c
Kif21a,Kif2b
Kif21a,Kif2a
Kif21a,Kif18a
Kif21a,Kif18b
Kif21a,Kif12
Kif21a,Kif28p
Kif21a,Stard9
Kif21a,Kif16b
Kif17,Kif19
Kif17,Kif5b
Kif17,Kif5a
Kif17,Kif5c
Kif17,Kif22
Kif17,Kif6
Kif17,Kif3a
Kif17,Kif3c
Kif17,Kif3b
Kif17,Kif9
Kif17,Kif23
Kif17,Kif20b
Kif17,Kif20a
Kif17,Kif14
Kif17,Kifc2
Kif17,Kifc1
Kif17,Kif26a
Kif17,Kif26b
Kif17,Kif15
Kif17,Kif7
Kif17,Kif27
Kif17,Kif1a
Kif17,Kif1b
Kif17,Kif1c
Kif17,Kif13a
Kif17,Kif13b
Kif17,Kif2c
Kif17,Kif2b
Kif17,Kif2a
Kif17,Kif18a
Kif17,Kif18b
Kif17,Kif12
Kif17,Kif28p
Kif17,Stard9
Kif17,Kif16b
Kif19,Kif5b
Kif19,Kif5a
Kif19,Kif5c
Kif19,Kif22
Kif19,Kif6
Kif19,Kif3a
Kif19,Kif3c
Kif19,Kif3b
Kif19,Kif9
Kif19,Kif23
Kif19,Kif20b
Kif19,Kif20a
Kif19,Kif14
Kif19,Kifc2
Kif19,Kifc1
Kif19,Kif26a
Kif19,Kif26b
Kif19,Kif15
Kif19,Kif7
Kif19,Kif27
Kif19,Kif1a
Kif19,Kif1b
Kif19,Kif1c
Kif19,Kif13a
Kif19,Kif13b
Kif19,Kif2c
Kif19,Kif2b
Kif19,Kif2a
Kif19,Kif18a
Kif19,Kif18b
Kif19,Kif12
Kif19,Kif28p
Kif19,Stard9
Kif19,Kif16b
Kif5b,Kif5a
Kif5b,Kif5c
Kif5b,Kif22
Kif5b,Kif6
Kif5b,Kif3a
Kif5b,Kif3c
Kif5b,Kif3b
Kif5b,Kif9
Kif5b,Kif23
Kif5b,Kif20b
Kif5b,Kif20a
Kif5b,Kif14
Kif5b,Kifc2
Kif5b,Kifc1
Kif5b,Kif26a
Kif5b,Kif26b
Kif5b,Kif15
Kif5b,Kif7
Kif5b,Kif27
Kif5b,Kif1a
Kif5b,Kif1b
Kif5b,Kif1c
Kif5b,Kif13a
Kif5b,Kif13b
Kif5b,Kif2c
Kif5b,Kif2b
Kif5b,Kif2a
Kif5b,Kif18a
Kif5b,Kif18b
Kif5b,Kif12
Kif5b,Kif28p
Kif5b,Stard9
Kif5b,Kif16b
Kif5a,Kif5c
Kif5a,Kif22
Kif5a,Kif6
Kif5a,Kif3a
Kif5a,Kif3c
Kif5a,Kif3b
Kif5a,Kif9
Kif5a,Kif23
Kif5a,Kif20b
Kif5a,Kif20a
Kif5a,Kif14
Kif5a,Kifc2
Kif5a,Kifc1
Kif5a,Kif26a
Kif5a,Kif26b
Kif5a,Kif15
Kif5a,Kif7
Kif5a,Kif27
Kif5a,Kif1a
Kif5a,Kif1b
Kif5a,Kif1c
Kif5a,Kif13a
Kif5a,Kif13b
Kif5a,Kif2c
Kif5a,Kif2b
Kif5a,Kif2a
Kif5a,Kif18a
Kif5a,Kif18b
Kif5a,Kif12
Kif5a,Kif28p
Kif5a,Stard9
Kif5a,Kif16b
Kif5c,Kif22
Kif5c,Kif6
Kif5c,Kif3a
Kif5c,Kif3c
Kif5c,Kif3b
Kif5c,Kif9
Kif5c,Kif23
Kif5c,Kif20b
Kif5c,Kif20a
Kif5c,Kif14
Kif5c,Kifc2
Kif5c,Kifc1
Kif5c,Kif26a
Kif5c,Kif26b
Kif5c,Kif15
Kif5c,Kif7
Kif5c,Kif27
Kif5c,Kif1a
Kif5c,Kif1b
Kif5c,Kif1c
Kif5c,Kif13a
Kif5c,Kif13b
Kif5c,Kif2c
Kif5c,Kif2b
Kif5c,Kif2a
Kif5c,Kif18a
Kif5c,Kif18b
Kif5c,Kif12
Kif5c,Kif28p
Kif5c,Stard9
Kif5c,Kif16b
Kif22,Kif6
Kif22,Kif3a
Kif22,Kif3c
Kif22,Kif3b
Kif22,Kif9
Kif22,Kif23
Kif22,Kif20b
Kif22,Kif20a
Kif22,Kif14
Kif22,Kifc2
Kif22,Kifc1
Kif22,Kif26a
Kif22,Kif26b
Kif22,Kif15
Kif22,Kif7
Kif22,Kif27
Kif22,Kif1a
Kif22,Kif1b
Kif22,Kif1c
Kif22,Kif13a
Kif22,Kif13b
Kif22,Kif2c
Kif22,Kif2b
Kif22,Kif2a
Kif22,Kif18a
Kif22,Kif18b
Kif22,Kif12
Kif22,Kif28p
Kif22,Stard9
Kif22,Kif16b
Kif6,Kif3a
Kif6,Kif3c
Kif6,Kif3b
Kif6,Kif9
Kif6,Kif23
Kif6,Kif20b
Kif6,Kif20a
Kif6,Kif14
Kif6,Kifc2
Kif6,Kifc1
Kif6,Kif26a
Kif6,Kif26b
Kif6,Kif15
Kif6,Kif7
Kif6,Kif27
Kif6,Kif1a
Kif6,Kif1b
Kif6,Kif1c
Kif6,Kif13a
Kif6,Kif13b
Kif6,Kif2c
Kif6,Kif2b
Kif6,Kif2a
Kif6,Kif18a
Kif6,Kif18b
Kif6,Kif12
Kif6,Kif28p
Kif6,Stard9
Kif6,Kif16b
Kif3a,Kif3c
Kif3a,Kif3b
Kif3a,Kif9
Kif3a,Kif23
Kif3a,Kif20b
Kif3a,Kif20a
Kif3a,Kif14
Kif3a,Kifc2
Kif3a,Kifc1
Kif3a,Kif26a
Kif3a,Kif26b
Kif3a,Kif15
Kif3a,Kif7
Kif3a,Kif27
Kif3a,Kif1a
Kif3a,Kif1b
Kif3a,Kif1c
Kif3a,Kif13a
Kif3a,Kif13b
Kif3a,Kif2c
Kif3a,Kif2b
Kif3a,Kif2a
Kif3a,Kif18a
Kif3a,Kif18b
Kif3a,Kif12
Kif3a,Kif28p
Kif3a,Stard9
Kif3a,Kif16b
Kif3c,Kif3b
Kif3c,Kif9
Kif3c,Kif23
Kif3c,Kif20b
Kif3c,Kif20a
Kif3c,Kif14
Kif3c,Kifc2
Kif3c,Kifc1
Kif3c,Kif26a
Kif3c,Kif26b
Kif3c,Kif15
Kif3c,Kif7
Kif3c,Kif27
Kif3c,Kif1a
Kif3c,Kif1b
Kif3c,Kif1c
Kif3c,Kif13a
Kif3c,Kif13b
Kif3c,Kif2c
Kif3c,Kif2b
Kif3c,Kif2a
Kif3c,Kif18a
Kif3c,Kif18b
Kif3c,Kif12
Kif3c,Kif28p
Kif3c,Stard9
Kif3c,Kif16b
Kif3b,Kif9
Kif3b,Kif23
Kif3b,Kif20b
Kif3b,Kif20a
Kif3b,Kif14
Kif3b,Kifc2
Kif3b,Kifc1
Kif3b,Kif26a
Kif3b,Kif26b
Kif3b,Kif15
Kif3b,Kif7
Kif3b,Kif27
Kif3b,Kif1a
Kif3b,Kif1b
Kif3b,Kif1c
Kif3b,Kif13a
Kif3b,Kif13b
Kif3b,Kif2c
Kif3b,Kif2b
Kif3b,Kif2a
Kif3b,Kif18a
Kif3b,Kif18b
Kif3b,Kif12
Kif3b,Kif28p
Kif3b,Stard9
Kif3b,Kif16b
Kif9,Kif23
Kif9,Kif20b
Kif9,Kif20a
Kif9,Kif14
Kif9,Kifc2
Kif9,Kifc1
Kif9,Kif26a
Kif9,Kif26b
Kif9,Kif15
Kif9,Kif7
Kif9,Kif27
Kif9,Kif1a
Kif9,Kif1b
Kif9,Kif1c
Kif9,Kif13a
Kif9,Kif13b
Kif9,Kif2c
Kif9,Kif2b
Kif9,Kif2a
Kif9,Kif18a
Kif9,Kif18b
Kif9,Kif12
Kif9,Kif28p
Kif9,Stard9
Kif9,Kif16b
Kif23,Kif20b
Kif23,Kif20a
Kif23,Kif14
Kif23,Kifc2
Kif23,Kifc1
Kif23,Kif26a
Kif23,Kif26b
Kif23,Kif15
Kif23,Kif7
Kif23,Kif27
Kif23,Kif1a
Kif23,Kif1b
Kif23,Kif1c
Kif23,Kif13a
Kif23,Kif13b
Kif23,Kif2c
Kif23,Kif2b
Kif23,Kif2a
Kif23,Kif18a
Kif23,Kif18b
Kif23,Kif12
Kif23,Kif28p
Kif23,Stard9
Kif23,Kif16b
Kif20b,Kif20a
Kif20b,Kif14
Kif20b,Kifc2
Kif20b,Kifc1
Kif20b,Kif26a
Kif20b,Kif26b
Kif20b,Kif15
Kif20b,Kif7
Kif20b,Kif27
Kif20b,Kif1a
Kif20b,Kif1b
Kif20b,Kif1c
Kif20b,Kif13a
Kif20b,Kif13b
Kif20b,Kif2c
Kif20b,Kif2b
Kif20b,Kif2a
Kif20b,Kif18a
Kif20b,Kif18b
Kif20b,Kif12
Kif20b,Kif28p
Kif20b,Stard9
Kif20b,Kif16b
Kif20a,Kif14
Kif20a,Kifc2
Kif20a,Kifc1
Kif20a,Kif26a
Kif20a,Kif26b
Kif20a,Kif15
Kif20a,Kif7
Kif20a,Kif27
Kif20a,Kif1a
Kif20a,Kif1b
Kif20a,Kif1c
Kif20a,Kif13a
Kif20a,Kif13b
Kif20a,Kif2c
Kif20a,Kif2b
Kif20a,Kif2a
Kif20a,Kif18a
Kif20a,Kif18b
Kif20a,Kif12
Kif20a,Kif28p
Kif20a,Stard9
Kif20a,Kif16b
Kif14,Kifc2
Kif14,Kifc1
Kif14,Kif26a
Kif14,Kif26b
Kif14,Kif15
Kif14,Kif7
Kif14,Kif27
Kif14,Kif1a
Kif14,Kif1b
Kif14,Kif1c
Kif14,Kif13a
Kif14,Kif13b
Kif14,Kif2c
Kif14,Kif2b
Kif14,Kif2a
Kif14,Kif18a
Kif14,Kif18b
Kif14,Kif12
Kif14,Kif28p
Kif14,Stard9
Kif14,Kif16b
Kifc2,Kifc1
Kifc2,Kif26a
Kifc2,Kif26b
Kifc2,Kif15
Kifc2,Kif7
Kifc2,Kif27
Kifc2,Kif1a
Kifc2,Kif1b
Kifc2,Kif1c
Kifc2,Kif13a
Kifc2,Kif13b
Kifc2,Kif2c
Kifc2,Kif2b
Kifc2,Kif2a
Kifc2,Kif18a
Kifc2,Kif18b
Kifc2,Kif12
Kifc2,Kif28p
Kifc2,Stard9
Kifc2,Kif16b
Kifc1,Kif26a
Kifc1,Kif26b
Kifc1,Kif15
Kifc1,Kif7
Kifc1,Kif27
Kifc1,Kif1a
Kifc1,Kif1b
Kifc1,Kif1c
Kifc1,Kif13a
Kifc1,Kif13b
Kifc1,Kif2c
Kifc1,Kif2b
Kifc1,Kif2a
Kifc1,Kif18a
Kifc1,Kif18b
Kifc1,Kif12
Kifc1,Kif28p
Kifc1,Stard9
Kifc1,Kif16b
Kif26a,Kif26b
Kif26a,Kif15
Kif26a,Kif7
Kif26a,Kif27
Kif26a,Kif1a
Kif26a,Kif1b
Kif26a,Kif1c
Kif26a,Kif13a
Kif26a,Kif13b
Kif26a,Kif2c
Kif26a,Kif2b
Kif26a,Kif2a
Kif26a,Kif18a
Kif26a,Kif18b
Kif26a,Kif12
Kif26a,Kif28p
Kif26a,Stard9
Kif26a,Kif16b
Kif26b,Kif15
Kif26b,Kif7
Kif26b,Kif27
Kif26b,Kif1a
Kif26b,Kif1b
Kif26b,Kif1c
Kif26b,Kif13a
Kif26b,Kif13b
Kif26b,Kif2c
Kif26b,Kif2b
Kif26b,Kif2a
Kif26b,Kif18a
Kif26b,Kif18b
Kif26b,Kif12
Kif26b,Kif28p
Kif26b,Stard9
Kif26b,Kif16b
Kif15,Kif7
Kif15,Kif27
Kif15,Kif1a
Kif15,Kif1b
Kif15,Kif1c
Kif15,Kif13a
Kif15,Kif13b
Kif15,Kif2c
Kif15,Kif2b
Kif15,Kif2a
Kif15,Kif18a
Kif15,Kif18b
Kif15,Kif12
Kif15,Kif28p
Kif15,Stard9
Kif15,Kif16b
Kif7,Kif27
Kif7,Kif1a
Kif7,Kif1b
Kif7,Kif1c
Kif7,Kif13a
Kif7,Kif13b
Kif7,Kif2c
Kif7,Kif2b
Kif7,Kif2a
Kif7,Kif18a
Kif7,Kif18b
Kif7,Kif12
Kif7,Kif28p
Kif7,Stard9
Kif7,Kif16b
Kif27,Kif1a
Kif27,Kif1b
Kif27,Kif1c
Kif27,Kif13a
Kif27,Kif13b
Kif27,Kif2c
Kif27,Kif2b
Kif27,Kif2a
Kif27,Kif18a
Kif27,Kif18b
Kif27,Kif12
Kif27,Kif28p
Kif27,Stard9
Kif27,Kif16b
Kif1a,Kif1b
Kif1a,Kif1c
Kif1a,Kif13a
Kif1a,Kif13b
Kif1a,Kif2c
Kif1a,Kif2b
Kif1a,Kif2a
Kif1a,Kif18a
Kif1a,Kif18b
Kif1a,Kif12
Kif1a,Kif28p
Kif1a,Stard9
Kif1a,Kif16b
Kif1b,Kif1c
Kif1b,Kif13a
Kif1b,Kif13b
Kif1b,Kif2c
Kif1b,Kif2b
Kif1b,Kif2a
Kif1b,Kif18a
Kif1b,Kif18b
Kif1b,Kif12
Kif1b,Kif28p
Kif1b,Stard9
Kif1b,Kif16b
Kif1c,Kif13a
Kif1c,Kif13b
Kif1c,Kif2c
Kif1c,Kif2b
Kif1c,Kif2a
Kif1c,Kif18a
Kif1c,Kif18b
Kif1c,Kif12
Kif1c,Kif28p
Kif1c,Stard9
Kif1c,Kif16b
Kif13a,Kif13b
Kif13a,Kif2c
Kif13a,Kif2b
Kif13a,Kif2a
Kif13a,Kif18a
Kif13a,Kif18b
Kif13a,Kif12
Kif13a,Kif28p
Kif13a,Stard9
Kif13a,Kif16b
Kif13b,Kif2c
Kif13b,Kif2b
Kif13b,Kif2a
Kif13b,Kif18a
Kif13b,Kif18b
Kif13b,Kif12
Kif13b,Kif28p
Kif13b,Stard9
Kif13b,Kif16b
Kif2c,Kif2b
Kif2c,Kif2a
Kif2c,Kif18a
Kif2c,Kif18b
Kif2c,Kif12
Kif2c,Kif28p
Kif2c,Stard9
Kif2c,Kif16b
Kif2b,Kif2a
Kif2b,Kif18a
Kif2b,Kif18b
Kif2b,Kif12
Kif2b,Kif28p
Kif2b,Stard9
Kif2b,Kif16b
Kif2a,Kif18a
Kif2a,Kif18b
Kif2a,Kif12
Kif2a,Kif28p
Kif2a,Stard9
Kif2a,Kif16b
Kif18a,Kif18b
Kif18a,Kif12
Kif18a,Kif28p
Kif18a,Stard9
Kif18a,Kif16b
Kif18b,Kif12
Kif18b,Kif28p
Kif18b,Stard9
Kif18b,Kif16b
Kif12,Kif28p
Kif12,Stard9
Kif12,Kif16b
Kif28p,Stard9
Kif28p,Kif16b
Stard9,Kif16b
Bcor,Bcorl1
Rad23a,Rad23b
Ffar1,Ffar3
Ffar1,Ffar2
Ffar3,Ffar2
Fam50b,LOC100910130
Adtrp,Aig1
Ccnc,Ccnh
Ccnc,Ccnt2
Ccnc,Ccnt1
Ccnc,Ccnk
Ccnc,Ccnq
Ccnc,Ccnl2
Ccnc,Ccnl1
Ccnh,Ccnt2
Ccnh,Ccnt1
Ccnh,Ccnk
Ccnh,Ccnq
Ccnh,Ccnl2
Ccnh,Ccnl1
Ccnt2,Ccnt1
Ccnt2,Ccnk
Ccnt2,Ccnq
Ccnt2,Ccnl2
Ccnt2,Ccnl1
Ccnt1,Ccnk
Ccnt1,Ccnq
Ccnt1,Ccnl2
Ccnt1,Ccnl1
Ccnk,Ccnq
Ccnk,Ccnl2
Ccnk,Ccnl1
Ccnq,Ccnl2
Ccnq,Ccnl1
Ccnl2,Ccnl1
Apoo,Apool
Nbl1,Grem1
Nbl1,Grem2
Grem1,Grem2
Timm10b,Timm9
Irf2bp2,Irf2bp1
Irf2bp2,Irf2bpl
Irf2bp2,St18
Irf2bp2,Myt1l
Irf2bp2,Myt1
Irf2bp1,Irf2bpl
Irf2bp1,St18
Irf2bp1,Myt1l
Irf2bp1,Myt1
Irf2bpl,St18
Irf2bpl,Myt1l
Irf2bpl,Myt1
St18,Myt1l
St18,Myt1
Myt1l,Myt1
LOC103690794,Tatdn2
Mbip,Mocs2
Wdr90,Cfap52
Wdr90,Cfap44
Wdr90,Eml3
Wdr90,Eml2
Wdr90,Eml4
Wdr90,Eml1
Wdr90,Eml5
Wdr90,Eml6
Wdr90,Wdr66
Cfap52,Cfap44
Cfap52,Eml3
Cfap52,Eml2
Cfap52,Eml4
Cfap52,Eml1
Cfap52,Eml5
Cfap52,Eml6
Cfap52,Wdr66
Cfap44,Eml3
Cfap44,Eml2
Cfap44,Eml4
Cfap44,Eml1
Cfap44,Eml5
Cfap44,Eml6
Cfap44,Wdr66
Eml3,Eml2
Eml3,Eml4
Eml3,Eml1
Eml3,Eml5
Eml3,Eml6
Eml3,Wdr66
Eml2,Eml4
Eml2,Eml1
Eml2,Eml5
Eml2,Eml6
Eml2,Wdr66
Eml4,Eml1
Eml4,Eml5
Eml4,Eml6
Eml4,Wdr66
Eml1,Eml5
Eml1,Eml6
Eml1,Wdr66
Eml5,Eml6
Eml5,Wdr66
Eml6,Wdr66
Fcamr,Fcmr
Fcamr,Pigr
Fcamr,Cd300lg
Fcamr,Trem2
Fcamr,Cd300e
Fcamr,Cd300a
Fcamr,RGD1559482
Fcamr,LOC100909671
Fcamr,Cd300c2
Fcamr,RGD1562667
Fcamr,Tmigd3
Fcamr,Cd300lb
Fcamr,Cd300lf
Fcamr,Cd300le
Fcmr,Pigr
Fcmr,Cd300lg
Fcmr,Trem2
Fcmr,Cd300e
Fcmr,Cd300a
Fcmr,RGD1559482
Fcmr,LOC100909671
Fcmr,Cd300c2
Fcmr,RGD1562667
Fcmr,Tmigd3
Fcmr,Cd300lb
Fcmr,Cd300lf
Fcmr,Cd300le
Pigr,Cd300lg
Pigr,Trem2
Pigr,Cd300e
Pigr,Cd300a
Pigr,RGD1559482
Pigr,LOC100909671
Pigr,Cd300c2
Pigr,RGD1562667
Pigr,Tmigd3
Pigr,Cd300lb
Pigr,Cd300lf
Pigr,Cd300le
Cd300lg,Trem2
Cd300lg,Cd300e
Cd300lg,Cd300a
Cd300lg,RGD1559482
Cd300lg,LOC100909671
Cd300lg,Cd300c2
Cd300lg,RGD1562667
Cd300lg,Tmigd3
Cd300lg,Cd300lb
Cd300lg,Cd300lf
Cd300lg,Cd300le
Trem2,Cd300e
Trem2,Cd300a
Trem2,RGD1559482
Trem2,LOC100909671
Trem2,Cd300c2
Trem2,RGD1562667
Trem2,Tmigd3
Trem2,Cd300lb
Trem2,Cd300lf
Trem2,Cd300le
Cd300e,Cd300a
Cd300e,RGD1559482
Cd300e,LOC100909671
Cd300e,Cd300c2
Cd300e,RGD1562667
Cd300e,Tmigd3
Cd300e,Cd300lb
Cd300e,Cd300lf
Cd300e,Cd300le
Cd300a,RGD1559482
Cd300a,LOC100909671
Cd300a,Cd300c2
Cd300a,RGD1562667
Cd300a,Tmigd3
Cd300a,Cd300lb
Cd300a,Cd300lf
Cd300a,Cd300le
RGD1559482,LOC100909671
RGD1559482,Cd300c2
RGD1559482,RGD1562667
RGD1559482,Tmigd3
RGD1559482,Cd300lb
RGD1559482,Cd300lf
RGD1559482,Cd300le
LOC100909671,Cd300c2
LOC100909671,RGD1562667
LOC100909671,Tmigd3
LOC100909671,Cd300lb
LOC100909671,Cd300lf
LOC100909671,Cd300le
Cd300c2,RGD1562667
Cd300c2,Tmigd3
Cd300c2,Cd300lb
Cd300c2,Cd300lf
Cd300c2,Cd300le
RGD1562667,Tmigd3
RGD1562667,Cd300lb
RGD1562667,Cd300lf
RGD1562667,Cd300le
Tmigd3,Cd300lb
Tmigd3,Cd300lf
Tmigd3,Cd300le
Cd300lb,Cd300lf
Cd300lb,Cd300le
Cd300lf,Cd300le
Prrt1,LOC688924
Prrt1,Tmem233
Prrt1,Prrt2
Prrt1,Trarg1
LOC688924,Tmem233
LOC688924,Prrt2
LOC688924,Trarg1
Tmem233,Prrt2
Tmem233,Trarg1
Prrt2,Trarg1
Nudt16l1,LOC688828
Nudt16l1,Nudt16
LOC688828,Nudt16
Paip1,Mif4gd
Paip1,Ctif
Mif4gd,Ctif
Sltm,Safb
Sltm,Safb2
Safb,Safb2
LOC100361655,Spata21
LOC100361655,Efcab3
Spata21,Efcab3
Sox6,Sox13
Sox6,Sox5
Sox13,Sox5
Slc47a2,Slc47a1
Acsf3,Acsbg1
Acsf3,LOC316124
Acsf3,Acsbg2
Acsbg1,LOC316124
Acsbg1,Acsbg2
LOC316124,Acsbg2
Atp8b3,Atp8b1
Atp8b3,Atp8b2
Atp8b3,Atp8b5p
Atp8b3,Atp11c
Atp8b3,Atp11a
Atp8b3,Atp11b
Atp8b3,Atp8a1
Atp8b3,Atp9a
Atp8b3,Atp9b
Atp8b3,Atp10b
Atp8b3,Atp10d
Atp8b3,Atp10a
Atp8b3,Atp8a2
Atp8b1,Atp8b2
Atp8b1,Atp8b5p
Atp8b1,Atp11c
Atp8b1,Atp11a
Atp8b1,Atp11b
Atp8b1,Atp8a1
Atp8b1,Atp9a
Atp8b1,Atp9b
Atp8b1,Atp10b
Atp8b1,Atp10d
Atp8b1,Atp10a
Atp8b1,Atp8a2
Atp8b2,Atp8b5p
Atp8b2,Atp11c
Atp8b2,Atp11a
Atp8b2,Atp11b
Atp8b2,Atp8a1
Atp8b2,Atp9a
Atp8b2,Atp9b
Atp8b2,Atp10b
Atp8b2,Atp10d
Atp8b2,Atp10a
Atp8b2,Atp8a2
Atp8b5p,Atp11c
Atp8b5p,Atp11a
Atp8b5p,Atp11b
Atp8b5p,Atp8a1
Atp8b5p,Atp9a
Atp8b5p,Atp9b
Atp8b5p,Atp10b
Atp8b5p,Atp10d
Atp8b5p,Atp10a
Atp8b5p,Atp8a2
Atp11c,Atp11a
Atp11c,Atp11b
Atp11c,Atp8a1
Atp11c,Atp9a
Atp11c,Atp9b
Atp11c,Atp10b
Atp11c,Atp10d
Atp11c,Atp10a
Atp11c,Atp8a2
Atp11a,Atp11b
Atp11a,Atp8a1
Atp11a,Atp9a
Atp11a,Atp9b
Atp11a,Atp10b
Atp11a,Atp10d
Atp11a,Atp10a
Atp11a,Atp8a2
Atp11b,Atp8a1
Atp11b,Atp9a
Atp11b,Atp9b
Atp11b,Atp10b
Atp11b,Atp10d
Atp11b,Atp10a
Atp11b,Atp8a2
Atp8a1,Atp9a
Atp8a1,Atp9b
Atp8a1,Atp10b
Atp8a1,Atp10d
Atp8a1,Atp10a
Atp8a1,Atp8a2
Atp9a,Atp9b
Atp9a,Atp10b
Atp9a,Atp10d
Atp9a,Atp10a
Atp9a,Atp8a2
Atp9b,Atp10b
Atp9b,Atp10d
Atp9b,Atp10a
Atp9b,Atp8a2
Atp10b,Atp10d
Atp10b,Atp10a
Atp10b,Atp8a2
Atp10d,Atp10a
Atp10d,Atp8a2
Atp10a,Atp8a2
Brinp1,Brinp2
Brinp1,Brinp3
Brinp2,Brinp3
Tmem150c,Tmem150a
Tmem150c,Dram1
Tmem150c,Tmem150b
Tmem150c,Dram2
Tmem150a,Dram1
Tmem150a,Tmem150b
Tmem150a,Dram2
Dram1,Tmem150b
Dram1,Dram2
Tmem150b,Dram2
Hmgcll1,Hmgcl
Aifm1,Aifm3
Fkbp7,Fkbp14
Fkbp7,LOC100911857
Fkbp14,LOC100911857
Sh3tc2,Sh3tc1
Plekhh3,Myo10
Slc25a37,Slc25a28
Prph,Vim
Prph,Nefm
Prph,Ina
Prph,Nefl
Prph,Gfap
Prph,Des
Vim,Nefm
Vim,Ina
Vim,Nefl
Vim,Gfap
Vim,Des
Nefm,Ina
Nefm,Nefl
Nefm,Gfap
Nefm,Des
Ina,Nefl
Ina,Gfap
Ina,Des
Nefl,Gfap
Nefl,Des
Gfap,Des
Dytn,Drp2
Dytn,Dtna
Dytn,Dtnb
